# MRF sequence pattern
# created: 2017-07-28T14:05:39.749000
# type: jiang
# length: 500
# inv_delay (ms): 15.0
# min FA (ms): 0.0
# max FA (ms): 60.0
# min TR (ms): 15.0
# max TR (ms): 15.0
# min TE (ms): 6.0
# max TE (ms): 6.0
# repetition_delay (ms): 6000.0
# n_dummies: 0
# FA (deg), TR (ms), phase (deg), TE (ms)
56.9226547682,15.0,0.0,6.0
56.5586226486,15.0,0.0,6.0
56.1692191723,15.0,0.0,6.0
55.7553725345,15.0,0.0,6.0
55.3183315185,15.0,0.0,6.0
54.8596513271,15.0,0.0,6.0
54.3811736945,15.0,0.0,6.0
53.8850015728,15.0,0.0,6.0
53.373468699,15.0,0.0,6.0
52.8491043671,15.0,0.0,6.0
52.3145937681,15.0,0.0,6.0
51.7727343215,15.0,0.0,6.0
51.2263885169,15.0,0.0,6.0
50.6784338958,15.0,0.0,6.0
50.1317109465,15.0,0.0,6.0
49.5889698269,15.0,0.0,6.0
49.0528169765,15.0,0.0,6.0
48.5256627998,15.0,0.0,6.0
48.0096716961,15.0,0.0,6.0
47.5067157562,15.0,0.0,6.0
47.0183334413,15.0,0.0,6.0
46.5456944879,15.0,0.0,6.0
46.0895721637,15.0,0.0,6.0
45.6503238122,15.0,0.0,6.0
45.2278803975,15.0,0.0,6.0
44.8217454978,15.0,0.0,6.0
44.4310039065,15.0,0.0,6.0
44.0543397089,15.0,0.0,6.0
43.6900634147,15.0,0.0,6.0
43.3361474681,15.0,0.0,6.0
42.990269225,15.0,0.0,6.0
42.6498603058,15.0,0.0,6.0
42.3121610985,15.0,0.0,6.0
41.974279103,15.0,0.0,6.0
41.6332497746,15.0,0.0,6.0
41.2860985417,15.0,0.0,6.0
40.9299027209,15.0,0.0,6.0
40.5618521372,15.0,0.0,6.0
40.179307363,15.0,0.0,6.0
39.7798546048,15.0,0.0,6.0
39.3613563912,15.0,0.0,6.0
38.9219973399,15.0,0.0,6.0
38.4603243946,15.0,0.0,6.0
37.975281035,15.0,0.0,6.0
37.4662350562,15.0,0.0,6.0
36.9329996012,15.0,0.0,6.0
36.3758472009,15.0,0.0,6.0
35.7955166409,15.0,0.0,6.0
35.1932125237,15.0,0.0,6.0
34.5705974507,15.0,0.0,6.0
33.9297767884,15.0,0.0,6.0
33.2732760423,15.0,0.0,6.0
32.604010924,15.0,0.0,6.0
31.9252502742,15.0,0.0,6.0
31.2405721128,15.0,0.0,6.0
30.5538132096,15.0,0.0,6.0
29.8690127258,15.0,0.0,6.0
29.1903506537,15.0,0.0,6.0
28.5220819766,15.0,0.0,6.0
27.8684676696,15.0,0.0,6.0
27.2337038584,15.0,0.0,6.0
26.6218506243,15.0,0.0,6.0
26.0367620768,15.0,0.0,6.0
25.482019399,15.0,0.0,6.0
24.9608685923,15.0,0.0,6.0
24.4761645958,15.0,0.0,6.0
24.0303233387,15.0,0.0,6.0
23.6252830977,15.0,0.0,6.0
23.2624762855,15.0,0.0,6.0
22.9428125061,15.0,0.0,6.0
22.6666733846,15.0,0.0,6.0
22.4339193356,15.0,0.0,6.0
22.2439080799,15.0,0.0,6.0
22.0955243729,15.0,0.0,6.0
21.9872200757,15.0,0.0,6.0
21.9170633925,15.0,0.0,6.0
21.8827958205,15.0,0.0,6.0
21.8818951223,15.0,0.0,6.0
21.9116424358,15.0,0.0,6.0
21.9691915034,15.0,0.0,6.0
22.0516379212,15.0,0.0,6.0
22.156086305,15.0,0.0,6.0
22.2797133376,15.0,0.0,6.0
22.4198248098,15.0,0.0,6.0
22.5739049936,15.0,0.0,6.0
22.7396569867,15.0,0.0,6.0
22.9150330334,15.0,0.0,6.0
23.0982542399,15.0,0.0,6.0
23.2878195464,15.0,0.0,6.0
23.4825042701,15.0,0.0,6.0
23.6813489662,15.0,0.0,6.0
23.8836397461,15.0,0.0,6.0
24.0888815173,15.0,0.0,6.0
24.2967658497,15.0,0.0,6.0
24.5071353129,15.0,0.0,6.0
24.7199461591,15.0,0.0,6.0
24.9352311467,15.0,0.0,6.0
25.1530641158,15.0,0.0,6.0
25.3735276567,15.0,0.0,6.0
25.5966848734,15.0,0.0,6.0
25.8225558711,15.0,0.0,6.0
26.0510992169,15.0,0.0,6.0
26.282198271,15.0,0.0,6.0
26.5156519899,15.0,0.0,6.0
26.7511695911,15.0,0.0,6.0
26.9883683507,15.0,0.0,6.0
27.226773786,15.0,0.0,6.0
27.4658215518,15.0,0.0,6.0
27.7048605253,15.0,0.0,6.0
27.9431567521,15.0,0.0,6.0
28.1798981392,15.0,0.0,6.0
28.414199981,15.0,0.0,6.0
28.6451115594,15.0,0.0,6.0
28.8716241543,15.0,0.0,6.0
29.0926808148,15.0,0.0,6.0
29.3071881811,15.0,0.0,6.0
29.5140305103,15.0,0.0,6.0
29.7120858717,15.0,0.0,6.0
29.9002442521,15.0,0.0,6.0
30.0774270757,15.0,0.0,6.0
30.2426074299,15.0,0.0,6.0
30.394830105,15.0,0.0,6.0
30.5332304403,15.0,0.0,6.0
30.6570509187,15.0,0.0,6.0
30.7656544878,15.0,0.0,6.0
30.8585336985,15.0,0.0,6.0
30.935314944,15.0,0.0,6.0
30.995757337,15.0,0.0,6.0
31.03974607,15.0,0.0,6.0
31.0672804344,15.0,0.0,6.0
31.0784570168,15.0,0.0,6.0
31.0734489099,15.0,0.0,6.0
31.0524820593,15.0,0.0,6.0
31.0158100802,15.0,0.0,6.0
30.9636890197,15.0,0.0,6.0
30.8963535804,15.0,0.0,6.0
30.8139962635,15.0,0.0,6.0
30.7167507349,15.0,0.0,6.0
30.6046804648,15.0,0.0,6.0
30.4777733657,15.0,0.0,6.0
30.3359427667,15.0,0.0,6.0
30.1790346461,15.0,0.0,6.0
30.0068406251,15.0,0.0,6.0
29.8191158345,15.0,0.0,6.0
29.6156004326,15.0,0.0,6.0
29.3960433007,15.0,0.0,6.0
29.160226295,15.0,0.0,6.0
28.9079873947,15.0,0.0,6.0
28.6392411684,15.0,0.0,6.0
28.3539951682,15.0,0.0,6.0
28.0523611436,15.0,0.0,6.0
27.734560317,15.0,0.0,6.0
27.40092236,15.0,0.0,6.0
27.0518781108,15.0,0.0,6.0
26.6879464642,15.0,0.0,6.0
26.3097162031,15.0,0.0,6.0
25.9178238214,15.0,0.0,6.0
25.5129285808,15.0,0.0,6.0
25.0956861573,15.0,0.0,6.0
24.6667222631,15.0,0.0,6.0
24.2266075791,15.0,0.0,6.0
23.7758352295,15.0,0.0,6.0
23.3148018708,15.0,0.0,6.0
22.8437932881,15.0,0.0,6.0
22.3629751921,15.0,0.0,6.0
21.872389711,15.0,0.0,6.0
21.3719578831,15.0,0.0,6.0
20.8614882761,15.0,0.0,6.0
20.3406916993,15.0,0.0,6.0
19.8092018252,15.0,0.0,6.0
19.2666013969,15.0,0.0,6.0
18.7124535689,15.0,0.0,6.0
18.1463377898,15.0,0.0,6.0
17.5678895051,15.0,0.0,6.0
16.9768428111,15.0,0.0,6.0
16.3730750454,15.0,0.0,6.0
15.7566521475,15.0,0.0,6.0
15.1278734762,15.0,0.0,6.0
14.487314637,15.0,0.0,6.0
13.8358667634,15.0,0.0,6.0
13.1747706296,15.0,0.0,6.0
12.5056439579,15.0,0.0,6.0
11.8305003434,15.0,0.0,6.0
11.1517583565,15.0,0.0,6.0
10.4722396178,15.0,0.0,6.0
9.79515495855,15.0,0.0,6.0
9.12407819755,15.0,0.0,6.0
8.4629075449,15.0,0.0,6.0
7.81581518838,15.0,0.0,6.0
7.18718618108,15.0,0.0,6.0
6.5815483066,15.0,0.0,6.0
6.00349510973,15.0,0.0,6.0
5.45760470702,15.0,0.0,6.0
4.94835730012,15.0,0.0,6.0
4.48005447437,15.0,0.0,6.0
4.05674335635,15.0,0.0,6.0
3.68214851859,15.0,0.0,6.0
3.35961416089,15.0,0.0,6.0
3.09205858429,15.0,0.0,6.0
2.88194233475,15.0,0.0,6.0
2.73125067022,15.0,0.0,6.0
2.64149024419,15.0,0.0,6.0
2.61369915276,15.0,0.0,6.0
2.64846881118,15.0,0.0,6.0
2.74597555525,15.0,0.0,6.0
2.90601944004,15.0,0.0,6.0
3.12806745822,15.0,0.0,6.0
3.41129833448,15.0,0.0,6.0
3.75464616854,15.0,0.0,6.0
4.1568404807,15.0,0.0,6.0
4.61644063275,15.0,0.0,6.0
5.13186311726,15.0,0.0,6.0
