# MRF sequence pattern
# created: 2017-07-28T14:08:17.909000
# type: jiang
# length: 1000
# inv_delay (ms): 20.0
# min FA (ms): 0.0
# max FA (ms): 70.0
# min TR (ms): 16.0
# max TR (ms): 16.0
# min TE (ms): 5.5
# max TE (ms): 5.5
# repetition_delay (ms): 6000.0
# n_dummies: 0
# FA (deg), TR (ms), phase (deg), TE (ms)
26.43,16.0,180.0,5.5
25.9,16.0,0.0,5.5
25.36,16.0,180.0,5.5
24.82,16.0,0.0,5.5
24.27,16.0,180.0,5.5
23.72,16.0,0.0,5.5
23.16,16.0,180.0,5.5
22.6,16.0,0.0,5.5
22.03,16.0,180.0,5.5
21.46,16.0,0.0,5.5
20.89,16.0,180.0,5.5
20.31,16.0,0.0,5.5
19.72,16.0,180.0,5.5
19.14,16.0,0.0,5.5
18.55,16.0,180.0,5.5
17.96,16.0,0.0,5.5
17.36,16.0,180.0,5.5
16.76,16.0,0.0,5.5
16.16,16.0,180.0,5.5
15.55,16.0,0.0,5.5
14.95,16.0,180.0,5.5
14.34,16.0,0.0,5.5
13.73,16.0,180.0,5.5
13.11,16.0,0.0,5.5
12.5,16.0,180.0,5.5
11.88,16.0,0.0,5.5
11.26,16.0,180.0,5.5
10.64,16.0,0.0,5.5
10.01,16.0,180.0,5.5
9.39,16.0,0.0,5.5
8.76,16.0,180.0,5.5
8.14,16.0,0.0,5.5
7.51,16.0,180.0,5.5
6.88,16.0,0.0,5.5
6.26,16.0,180.0,5.5
5.63,16.0,0.0,5.5
5.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
0.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
0.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
0.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
0.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
0.0,16.0,180.0,5.5
0.0,16.0,0.0,5.5
5.35,16.0,180.0,5.5
5.69,16.0,0.0,5.5
6.04,16.0,180.0,5.5
6.38,16.0,0.0,5.5
6.73,16.0,180.0,5.5
7.07,16.0,0.0,5.5
7.41,16.0,180.0,5.5
7.76,16.0,0.0,5.5
8.1,16.0,180.0,5.5
8.44,16.0,0.0,5.5
8.78,16.0,180.0,5.5
9.12,16.0,0.0,5.5
9.46,16.0,180.0,5.5
9.8,16.0,0.0,5.5
10.14,16.0,180.0,5.5
10.47,16.0,0.0,5.5
10.81,16.0,180.0,5.5
11.14,16.0,0.0,5.5
11.47,16.0,180.0,5.5
11.8,16.0,0.0,5.5
12.13,16.0,180.0,5.5
12.45,16.0,0.0,5.5
12.78,16.0,180.0,5.5
13.1,16.0,0.0,5.5
13.42,16.0,180.0,5.5
13.74,16.0,0.0,5.5
14.05,16.0,180.0,5.5
14.37,16.0,0.0,5.5
14.68,16.0,180.0,5.5
14.99,16.0,0.0,5.5
15.29,16.0,180.0,5.5
15.6,16.0,0.0,5.5
15.9,16.0,180.0,5.5
16.2,16.0,0.0,5.5
16.49,16.0,180.0,5.5
16.79,16.0,0.0,5.5
17.08,16.0,180.0,5.5
17.37,16.0,0.0,5.5
17.65,16.0,180.0,5.5
17.93,16.0,0.0,5.5
18.21,16.0,180.0,5.5
18.48,16.0,0.0,5.5
18.76,16.0,180.0,5.5
19.02,16.0,0.0,5.5
19.29,16.0,180.0,5.5
19.55,16.0,0.0,5.5
19.81,16.0,180.0,5.5
20.06,16.0,0.0,5.5
20.31,16.0,180.0,5.5
20.56,16.0,0.0,5.5
20.8,16.0,180.0,5.5
21.04,16.0,0.0,5.5
21.27,16.0,180.0,5.5
21.5,16.0,0.0,5.5
21.73,16.0,180.0,5.5
21.95,16.0,0.0,5.5
22.17,16.0,180.0,5.5
22.38,16.0,0.0,5.5
22.59,16.0,180.0,5.5
22.8,16.0,0.0,5.5
23.0,16.0,180.0,5.5
23.2,16.0,0.0,5.5
23.39,16.0,180.0,5.5
23.58,16.0,0.0,5.5
23.76,16.0,180.0,5.5
23.94,16.0,0.0,5.5
24.11,16.0,180.0,5.5
24.28,16.0,0.0,5.5
24.44,16.0,180.0,5.5
24.6,16.0,0.0,5.5
24.76,16.0,180.0,5.5
24.91,16.0,0.0,5.5
25.05,16.0,180.0,5.5
25.19,16.0,0.0,5.5
25.33,16.0,180.0,5.5
25.46,16.0,0.0,5.5
25.58,16.0,180.0,5.5
25.7,16.0,0.0,5.5
25.81,16.0,180.0,5.5
25.92,16.0,0.0,5.5
26.03,16.0,180.0,5.5
26.13,16.0,0.0,5.5
26.22,16.0,180.0,5.5
26.31,16.0,0.0,5.5
26.39,16.0,180.0,5.5
26.47,16.0,0.0,5.5
26.54,16.0,180.0,5.5
26.61,16.0,0.0,5.5
26.67,16.0,180.0,5.5
26.73,16.0,0.0,5.5
26.78,16.0,180.0,5.5
26.83,16.0,0.0,5.5
26.87,16.0,180.0,5.5
26.9,16.0,0.0,5.5
26.93,16.0,180.0,5.5
26.96,16.0,0.0,5.5
26.98,16.0,180.0,5.5
26.99,16.0,0.0,5.5
27.0,16.0,180.0,5.5
27.0,16.0,0.0,5.5
27.0,16.0,180.0,5.5
26.99,16.0,0.0,5.5
26.98,16.0,180.0,5.5
26.96,16.0,0.0,5.5
26.93,16.0,180.0,5.5
26.9,16.0,0.0,5.5
26.87,16.0,180.0,5.5
26.83,16.0,0.0,5.5
26.78,16.0,180.0,5.5
26.73,16.0,0.0,5.5
26.67,16.0,180.0,5.5
26.61,16.0,0.0,5.5
26.54,16.0,180.0,5.5
26.47,16.0,0.0,5.5
26.39,16.0,180.0,5.5
26.31,16.0,0.0,5.5
26.22,16.0,180.0,5.5
26.13,16.0,0.0,5.5
26.03,16.0,180.0,5.5
25.92,16.0,0.0,5.5
25.81,16.0,180.0,5.5
25.7,16.0,0.0,5.5
25.58,16.0,180.0,5.5
25.46,16.0,0.0,5.5
25.33,16.0,180.0,5.5
25.19,16.0,0.0,5.5
25.05,16.0,180.0,5.5
24.91,16.0,0.0,5.5
24.76,16.0,180.0,5.5
24.6,16.0,0.0,5.5
24.44,16.0,180.0,5.5
24.28,16.0,0.0,5.5
24.11,16.0,180.0,5.5
23.94,16.0,0.0,5.5
23.76,16.0,180.0,5.5
23.58,16.0,0.0,5.5
23.39,16.0,180.0,5.5
23.2,16.0,0.0,5.5
23.0,16.0,180.0,5.5
22.8,16.0,0.0,5.5
22.59,16.0,180.0,5.5
22.38,16.0,0.0,5.5
22.17,16.0,180.0,5.5
21.95,16.0,0.0,5.5
21.73,16.0,180.0,5.5
21.5,16.0,0.0,5.5
21.27,16.0,180.0,5.5
21.04,16.0,0.0,5.5
20.8,16.0,180.0,5.5
20.56,16.0,0.0,5.5
20.31,16.0,180.0,5.5
20.06,16.0,0.0,5.5
19.81,16.0,180.0,5.5
19.55,16.0,0.0,5.5
19.29,16.0,180.0,5.5
19.02,16.0,0.0,5.5
18.76,16.0,180.0,5.5
18.48,16.0,0.0,5.5
18.21,16.0,180.0,5.5
17.93,16.0,0.0,5.5
17.65,16.0,180.0,5.5
